userid;answerid;scenario;intent;status;answer_annotation;notes;suggested_entities;answer_normalised;answer;question
434;10901;music;likeness;IRR_XL;are there any upcoming [event_name : concerts] by;null;music_genre, person, preference, song_name;are there any upcoming concerts by;Are there any upcoming concerts by U2?;How would you tell your PDA about the music you like?
435;11057;music;dislikeness;null;i don't like this song;null;music_genre, person, preference, song_name;i don't like this song;I don't like this song;How would you tell your PDA what you think about a song playing in the background?
435;11058;music;dislikeness;null;skip this song;null;music_genre, person, preference, song_name;skip this song;skip this song;How would you tell your PDA what you think about a song playing in the background?
444;11267;general;joke;null;make me happy;null;joke_type;make me happy;olly make me happy;How would you ask for a joke
454;11439;music;likeness;null;i like this song what is it can you please repeat it once;null;player_setting;i like this song what is it can you please repeat it once;I like this song, what is it? Can you please repeat it once?;Write what you would tell your PDA in the following scenario: You want to know what music is currently playing.
452;11467;general;greet;null;hey what's [date : today];null;date;hey what's today;Hey PDA what's today?;How would you ask your PDA about the current date?
453;11524;music;likeness;null;please save the current song to favorites;null;music_genre, person, preference, song_name;please save the current song to favorites;Alexa, please save the current song to favorites.;Write what you would tell your PDA in the following scenario: You want to save your opinion on the song playing.
453;11525;music;likeness;null;save this song as my favorite;null;music_genre, person, preference, song_name;save this song as my favorite;Alexa, save this song as my favorite.;Write what you would tell your PDA in the following scenario: You want to save your opinion on the song playing.
452;11533;music;likeness;null;i like [music_genre : electronic] music;null;music_genre, person, preference, song_name;i like electronic music;PDA I like electronic music;Write what you would tell your PDA in the following scenario: You want to know what music you like.
452;11534;music;likeness;null;i love [music_genre : hip hop];null;music_genre, person, preference, song_name;i love hip hop;PDA I love hip-hop;Write what you would tell your PDA in the following scenario: You want to know what music you like.
461;11758;music;dislikeness;null;i hate this song;null;music_genre, person, preference, song_name;i hate this song;i hate this song;How would you tell your PDA what you think about a song playing in the background?
461;11759;music;likeness;null;i love this song;null;music_genre, person, preference, song_name;i love this song;i love this song;How would you tell your PDA what you think about a song playing in the background?
467;11873;general;joke;null;let me hear a joke;null;joke_type;let me hear a joke;Let me hear a joke;How would you ask for a joke
467;11874;general;joke;null;say a joke;null;joke_type;say a joke;Say a joke;How would you ask for a joke
464;11968;music;dislikeness;null;don't play this song again;null;music_genre, person, preference, song_name;don't play this song again;Don't play this song again;How would you tell your PDA what you think about a song playing in the background?
464;11969;music;likeness;null;save this song as a favorite;null;music_genre, person, preference, song_name;save this song as a favorite;Save this song as a favorite;How would you tell your PDA what you think about a song playing in the background?
454;12010;music;dislikeness;null;i hate this song please remember that so that i don't hear this song ever again;null;music_genre, person, preference, song_name;i hate this song please remember that so that i don't hear this song ever again;I hate this song. Please remember that so that I don't hear this song ever again.;Write what you would tell your PDA in the following scenario: You want to save your opinion on the song playing.
454;12011;music;likeness;null;i love this music can you please save this to my dance playlist and remember that i like it;null;music_genre, person, preference, song_name;i love this music can you please save this to my dance playlist and remember that i like it;I love this music! Can you please save this to my dance playlist and remember that I like it?;Write what you would tell your PDA in the following scenario: You want to save your opinion on the song playing.
454;12012;music;dislikeness;null;remember that this song is depressing for me please don't play it during the winter days;null;music_genre, person, preference, song_name;remember that this song is depressing for me please don't play it during the winter days;Remember that this song is depressing for me. Please don't play it during the winter days.;Write what you would tell your PDA in the following scenario: You want to save your opinion on the song playing.
